T,G,F,CASE,value
T0107,HR_DC,electricity,integrated,4.0
T0107,HR_DC,electricity,reference,0.0
T0108,electric_chiller,electricity,integrated,0.0
T0108,electric_chiller,electricity,reference,0.0
T0108,free_cooling,electricity,integrated,0.0
T0108,free_cooling,electricity,reference,4.0
T0108,HR_DC,electricity,integrated,4.0
T0108,HR_DC,electricity,reference,0.0
T0109,electric_chiller,electricity,integrated,0.0
T0109,electric_chiller,electricity,reference,0.0
T0109,free_cooling,electricity,integrated,0.0
T0109,free_cooling,electricity,reference,4.0
T0109,HR_DC,electricity,integrated,4.0
T0109,HR_DC,electricity,reference,0.0
T0110,electric_chiller,electricity,integrated,0.0
T0110,electric_chiller,electricity,reference,0.0
T0110,free_cooling,electricity,integrated,0.0
T0110,free_cooling,electricity,reference,4.0
T0110,HR_DC,electricity,integrated,4.0
T0110,HR_DC,electricity,reference,0.0
T0111,electric_chiller,electricity,integrated,0.0
T0111,electric_chiller,electricity,reference,0.0
T0111,free_cooling,electricity,integrated,0.0
T0111,free_cooling,electricity,reference,4.0
T0111,HR_DC,electricity,integrated,4.0
T0111,HR_DC,electricity,reference,0.0
T0112,electric_chiller,electricity,integrated,0.0
T0112,electric_chiller,electricity,reference,0.0
T0112,free_cooling,electricity,integrated,0.0
T0112,free_cooling,electricity,reference,4.0
T0112,HR_DC,electricity,integrated,4.0
T0112,HR_DC,electricity,reference,0.0
T0113,electric_chiller,electricity,integrated,0.0
T0113,electric_chiller,electricity,reference,0.0
T0113,free_cooling,electricity,integrated,4.0
T0113,free_cooling,electricity,reference,4.0
T0113,HR_DC,electricity,integrated,0.0
T0113,HR_DC,electricity,reference,0.0
T0114,electric_chiller,electricity,integrated,0.0
T0114,electric_chiller,electricity,reference,0.0
T0114,free_cooling,electricity,integrated,4.0
T0114,free_cooling,electricity,reference,4.0
T0114,HR_DC,electricity,integrated,0.0
T0114,HR_DC,electricity,reference,0.0
T0115,electric_chiller,electricity,integrated,0.0
T0115,electric_chiller,electricity,reference,0.0
T0115,free_cooling,electricity,integrated,4.0
T0115,free_cooling,electricity,reference,4.0
T0115,HR_DC,electricity,integrated,0.0
T0115,HR_DC,electricity,reference,0.0
T0116,electric_chiller,electricity,integrated,0.0
T0116,electric_chiller,electricity,reference,0.0
T0116,free_cooling,electricity,integrated,0.015658265922815495
T0116,free_cooling,electricity,reference,4.0
T0116,HR_DC,electricity,integrated,3.9843417340771845
T0116,HR_DC,electricity,reference,0.0
T0117,electric_chiller,electricity,integrated,0.0
T0117,electric_chiller,electricity,reference,0.0
T0117,free_cooling,electricity,integrated,0.015658265922815495
T0117,free_cooling,electricity,reference,4.0
T0117,HR_DC,electricity,integrated,3.9843417340771845
T0117,HR_DC,electricity,reference,0.0
T0118,electric_chiller,electricity,integrated,0.0
T0118,electric_chiller,electricity,reference,0.0
T0118,free_cooling,electricity,integrated,0.015658265922815495
T0118,free_cooling,electricity,reference,4.0
T0118,HR_DC,electricity,integrated,3.9843417340771845
T0118,HR_DC,electricity,reference,0.0
T0119,electric_chiller,electricity,integrated,0.0
T0119,electric_chiller,electricity,reference,0.0
T0119,free_cooling,electricity,integrated,0.015658265922815495
T0119,free_cooling,electricity,reference,4.0
T0119,HR_DC,electricity,integrated,3.9843417340771845
T0119,HR_DC,electricity,reference,0.0
T0120,electric_chiller,electricity,integrated,0.0
T0120,electric_chiller,electricity,reference,0.0
T0120,free_cooling,electricity,integrated,0.015658265922815495
T0120,free_cooling,electricity,reference,4.0
T0120,HR_DC,electricity,integrated,3.9843417340771845
T0120,HR_DC,electricity,reference,0.0
T0121,electric_chiller,electricity,integrated,0.0
T0121,electric_chiller,electricity,reference,0.0
T0121,free_cooling,electricity,integrated,0.015658265922815495
T0121,free_cooling,electricity,reference,4.0
T0121,HR_DC,electricity,integrated,3.9843417340771845
T0121,HR_DC,electricity,reference,0.0
T0122,electric_chiller,electricity,integrated,0.0
T0122,electric_chiller,electricity,reference,0.0
T0122,free_cooling,electricity,integrated,0.015658265922815495
T0122,free_cooling,electricity,reference,4.0
T0122,HR_DC,electricity,integrated,3.9843417340771845
T0122,HR_DC,electricity,reference,0.0
T0123,electric_chiller,electricity,integrated,0.0
T0123,electric_chiller,electricity,reference,0.0
T0123,free_cooling,electricity,integrated,0.015658265922815495
T0123,free_cooling,electricity,reference,4.0
T0123,HR_DC,electricity,integrated,3.9843417340771845
T0123,HR_DC,electricity,reference,0.0
T0124,electric_chiller,electricity,integrated,0.0
T0124,electric_chiller,electricity,reference,0.0
T0124,free_cooling,electricity,integrated,0.015658265922815495
T0124,free_cooling,electricity,reference,4.0
T0124,HR_DC,electricity,integrated,3.9843417340771845
T0124,HR_DC,electricity,reference,0.0
T0125,electric_chiller,electricity,integrated,0.0
T0125,electric_chiller,electricity,reference,0.0
T0125,free_cooling,electricity,integrated,0.015658265922815495
T0125,free_cooling,electricity,reference,4.0
T0125,HR_DC,electricity,integrated,3.9843417340771845
T0125,HR_DC,electricity,reference,0.0
T0126,electric_chiller,electricity,integrated,0.0
T0126,electric_chiller,electricity,reference,0.0
T0126,free_cooling,electricity,integrated,0.015658265922815495
T0126,free_cooling,electricity,reference,4.0
T0126,HR_DC,electricity,integrated,3.9843417340771845
T0126,HR_DC,electricity,reference,0.0
T0127,electric_chiller,electricity,integrated,0.0
T0127,electric_chiller,electricity,reference,0.0
T0127,free_cooling,electricity,integrated,0.015658265922815495
T0127,free_cooling,electricity,reference,4.0
T0127,HR_DC,electricity,integrated,3.9843417340771845
T0127,HR_DC,electricity,reference,0.0
T0128,electric_chiller,electricity,integrated,0.0
T0128,electric_chiller,electricity,reference,0.0
T0128,free_cooling,electricity,integrated,0.015658265922815495
T0128,free_cooling,electricity,reference,4.0
T0128,HR_DC,electricity,integrated,3.9843417340771845
T0128,HR_DC,electricity,reference,0.0
T0129,electric_chiller,electricity,integrated,0.0
T0129,electric_chiller,electricity,reference,0.0
T0129,free_cooling,electricity,integrated,0.015658265922815495
T0129,free_cooling,electricity,reference,4.0
T0129,HR_DC,electricity,integrated,3.9843417340771845
T0129,HR_DC,electricity,reference,0.0
T0130,electric_chiller,electricity,integrated,0.0
T0130,electric_chiller,electricity,reference,0.0
T0130,free_cooling,electricity,integrated,0.015658265922815495
T0130,free_cooling,electricity,reference,4.0
T0130,HR_DC,electricity,integrated,3.9843417340771845
T0130,HR_DC,electricity,reference,0.0
T0131,electric_chiller,electricity,integrated,0.0
T0131,electric_chiller,electricity,reference,0.0
T0131,free_cooling,electricity,integrated,0.015658265922815495
T0131,free_cooling,electricity,reference,4.0
T0131,HR_DC,electricity,integrated,3.9843417340771845
T0131,HR_DC,electricity,reference,0.0
T0132,electric_chiller,electricity,integrated,0.0
T0132,electric_chiller,electricity,reference,0.0
T0132,free_cooling,electricity,integrated,0.015658265922815495
T0132,free_cooling,electricity,reference,4.0
T0132,HR_DC,electricity,integrated,3.9843417340771845
T0132,HR_DC,electricity,reference,0.0
T0133,electric_chiller,electricity,integrated,0.0
T0133,electric_chiller,electricity,reference,0.0
T0133,free_cooling,electricity,integrated,0.015658265922815495
T0133,free_cooling,electricity,reference,4.0
T0133,HR_DC,electricity,integrated,3.9843417340771845
T0133,HR_DC,electricity,reference,0.0
T0134,electric_chiller,electricity,integrated,0.0
T0134,electric_chiller,electricity,reference,0.0
T0134,free_cooling,electricity,integrated,0.015658265922815495
T0134,free_cooling,electricity,reference,4.0
T0134,HR_DC,electricity,integrated,3.9843417340771845
T0134,HR_DC,electricity,reference,0.0
T0135,electric_chiller,electricity,integrated,0.0
T0135,electric_chiller,electricity,reference,0.0
T0135,free_cooling,electricity,integrated,0.015658265922815495
T0135,free_cooling,electricity,reference,4.0
T0135,HR_DC,electricity,integrated,3.9843417340771845
T0135,HR_DC,electricity,reference,0.0
T0136,electric_chiller,electricity,integrated,0.0
T0136,electric_chiller,electricity,reference,0.0
T0136,free_cooling,electricity,integrated,0.015658265922815495
T0136,free_cooling,electricity,reference,4.0
T0136,HR_DC,electricity,integrated,3.9843417340771845
T0136,HR_DC,electricity,reference,0.0
T0137,electric_chiller,electricity,integrated,0.0
T0137,electric_chiller,electricity,reference,0.0
T0137,free_cooling,electricity,integrated,0.015658265922815495
T0137,free_cooling,electricity,reference,4.0
T0137,HR_DC,electricity,integrated,3.9843417340771845
T0137,HR_DC,electricity,reference,0.0
T0138,electric_chiller,electricity,integrated,0.0
T0138,electric_chiller,electricity,reference,0.0
T0138,free_cooling,electricity,integrated,0.015658265922815495
T0138,free_cooling,electricity,reference,4.0
T0138,HR_DC,electricity,integrated,3.9843417340771845
T0138,HR_DC,electricity,reference,0.0
T0139,electric_chiller,electricity,integrated,0.0
T0139,electric_chiller,electricity,reference,0.0
T0139,free_cooling,electricity,integrated,0.015658265922815495
T0139,free_cooling,electricity,reference,4.0
T0139,HR_DC,electricity,integrated,3.9843417340771845
T0139,HR_DC,electricity,reference,0.0
T0140,electric_chiller,electricity,integrated,0.0
T0140,electric_chiller,electricity,reference,0.0
T0140,free_cooling,electricity,integrated,0.015658265922815495
T0140,free_cooling,electricity,reference,4.0
T0140,HR_DC,electricity,integrated,3.9843417340771845
T0140,HR_DC,electricity,reference,0.0
T0141,electric_chiller,electricity,integrated,0.0
T0141,electric_chiller,electricity,reference,0.0
T0141,free_cooling,electricity,integrated,0.015658265922815495
T0141,free_cooling,electricity,reference,4.0
T0141,HR_DC,electricity,integrated,3.9843417340771845
T0141,HR_DC,electricity,reference,0.0
T0142,electric_chiller,electricity,integrated,0.0
T0142,electric_chiller,electricity,reference,0.0
T0142,free_cooling,electricity,integrated,0.015658265922815495
T0142,free_cooling,electricity,reference,4.0
T0142,HR_DC,electricity,integrated,3.9843417340771845
T0142,HR_DC,electricity,reference,0.0
T0143,electric_chiller,electricity,integrated,0.0
T0143,electric_chiller,electricity,reference,0.0
T0143,free_cooling,electricity,integrated,0.015658265922815495
T0143,free_cooling,electricity,reference,4.0
T0143,HR_DC,electricity,integrated,3.9843417340771845
T0143,HR_DC,electricity,reference,0.0
T0144,electric_chiller,electricity,integrated,0.0
T0144,electric_chiller,electricity,reference,0.0
T0144,free_cooling,electricity,integrated,0.015658265922815495
T0144,free_cooling,electricity,reference,4.0
T0144,HR_DC,electricity,integrated,3.9843417340771845
T0144,HR_DC,electricity,reference,0.0
T0145,electric_chiller,electricity,integrated,0.0
T0145,electric_chiller,electricity,reference,0.0
T0145,free_cooling,electricity,integrated,0.015658265922815495
T0145,free_cooling,electricity,reference,4.0
T0145,HR_DC,electricity,integrated,3.9843417340771845
T0145,HR_DC,electricity,reference,0.0
T0146,electric_chiller,electricity,integrated,0.0
T0146,electric_chiller,electricity,reference,0.0
T0146,free_cooling,electricity,integrated,0.015658265922815495
T0146,free_cooling,electricity,reference,4.0
T0146,HR_DC,electricity,integrated,3.9843417340771845
T0146,HR_DC,electricity,reference,0.0
T0147,electric_chiller,electricity,integrated,0.0
T0147,electric_chiller,electricity,reference,0.0
T0147,free_cooling,electricity,integrated,0.015658265922815495
T0147,free_cooling,electricity,reference,4.0
T0147,HR_DC,electricity,integrated,3.9843417340771845
T0147,HR_DC,electricity,reference,0.0
T0148,electric_chiller,electricity,integrated,0.0
T0148,electric_chiller,electricity,reference,0.0
T0148,free_cooling,electricity,integrated,0.015658265922815495
T0148,free_cooling,electricity,reference,4.0
T0148,HR_DC,electricity,integrated,3.9843417340771845
T0148,HR_DC,electricity,reference,0.0
T0149,electric_chiller,electricity,integrated,0.0
T0149,electric_chiller,electricity,reference,0.0
T0149,free_cooling,electricity,integrated,0.015658265922815495
T0149,free_cooling,electricity,reference,4.0
T0149,HR_DC,electricity,integrated,3.9843417340771845
T0149,HR_DC,electricity,reference,0.0
T0150,electric_chiller,electricity,integrated,0.0
T0150,electric_chiller,electricity,reference,0.0
T0150,free_cooling,electricity,integrated,0.015658265922815495
T0150,free_cooling,electricity,reference,4.0
T0150,HR_DC,electricity,integrated,3.9843417340771845
T0150,HR_DC,electricity,reference,0.0
T0151,electric_chiller,electricity,integrated,0.0
T0151,electric_chiller,electricity,reference,0.0
T0151,free_cooling,electricity,integrated,0.015658265922815495
T0151,free_cooling,electricity,reference,4.0
T0151,HR_DC,electricity,integrated,3.9843417340771845
T0151,HR_DC,electricity,reference,0.0
T0152,electric_chiller,electricity,integrated,0.0
T0152,electric_chiller,electricity,reference,0.0
T0152,free_cooling,electricity,integrated,0.015658265922815495
T0152,free_cooling,electricity,reference,4.0
T0152,HR_DC,electricity,integrated,3.9843417340771845
T0152,HR_DC,electricity,reference,0.0
T0153,electric_chiller,electricity,integrated,0.0
T0153,electric_chiller,electricity,reference,0.0
T0153,free_cooling,electricity,integrated,0.015658265922815495
T0153,free_cooling,electricity,reference,4.0
T0153,HR_DC,electricity,integrated,3.9843417340771845
T0153,HR_DC,electricity,reference,0.0
T0154,electric_chiller,electricity,integrated,0.0
T0154,electric_chiller,electricity,reference,0.0
T0154,free_cooling,electricity,integrated,0.015658265922815495
T0154,free_cooling,electricity,reference,4.0
T0154,HR_DC,electricity,integrated,3.9843417340771845
T0154,HR_DC,electricity,reference,0.0
T0155,electric_chiller,electricity,integrated,0.0
T0155,electric_chiller,electricity,reference,0.0
T0155,free_cooling,electricity,integrated,0.015658265922815495
T0155,free_cooling,electricity,reference,4.0
T0155,HR_DC,electricity,integrated,3.9843417340771845
T0155,HR_DC,electricity,reference,0.0
T0156,electric_chiller,electricity,integrated,0.0
T0156,electric_chiller,electricity,reference,0.0
T0156,free_cooling,electricity,integrated,0.015658265922815495
T0156,free_cooling,electricity,reference,4.0
T0156,HR_DC,electricity,integrated,3.9843417340771845
T0156,HR_DC,electricity,reference,0.0
T0157,electric_chiller,electricity,integrated,0.0
T0157,electric_chiller,electricity,reference,0.0
T0157,free_cooling,electricity,integrated,0.015658265922815495
T0157,free_cooling,electricity,reference,4.0
T0157,HR_DC,electricity,integrated,3.9843417340771845
T0157,HR_DC,electricity,reference,0.0
T0158,electric_chiller,electricity,integrated,0.0
T0158,electric_chiller,electricity,reference,0.0
T0158,free_cooling,electricity,integrated,0.015658265922815495
T0158,free_cooling,electricity,reference,4.0
T0158,HR_DC,electricity,integrated,3.9843417340771845
T0158,HR_DC,electricity,reference,0.0
T0159,electric_chiller,electricity,integrated,0.0
T0159,electric_chiller,electricity,reference,0.0
T0159,free_cooling,electricity,integrated,0.015658265922815495
T0159,free_cooling,electricity,reference,4.0
T0159,HR_DC,electricity,integrated,3.9843417340771845
T0159,HR_DC,electricity,reference,0.0
T0160,electric_chiller,electricity,integrated,0.0
T0160,electric_chiller,electricity,reference,0.0
T0160,free_cooling,electricity,integrated,0.015658265922815495
T0160,free_cooling,electricity,reference,4.0
T0160,HR_DC,electricity,integrated,3.9843417340771845
T0160,HR_DC,electricity,reference,0.0
T0161,electric_chiller,electricity,integrated,0.0
T0161,electric_chiller,electricity,reference,0.0
T0161,free_cooling,electricity,integrated,0.015658265922815495
T0161,free_cooling,electricity,reference,4.0
T0161,HR_DC,electricity,integrated,3.9843417340771845
T0161,HR_DC,electricity,reference,0.0
T0162,electric_chiller,electricity,integrated,0.0
T0162,electric_chiller,electricity,reference,0.0
T0162,free_cooling,electricity,integrated,0.015658265922815495
T0162,free_cooling,electricity,reference,4.0
T0162,HR_DC,electricity,integrated,3.9843417340771845
T0162,HR_DC,electricity,reference,0.0
T0163,electric_chiller,electricity,integrated,0.0
T0163,electric_chiller,electricity,reference,0.0
T0163,free_cooling,electricity,integrated,0.015658265922815495
T0163,free_cooling,electricity,reference,4.0
T0163,HR_DC,electricity,integrated,3.9843417340771845
